Timestamp,Age Group,Occupation,Which laptop brand are you currently using?,What is your primary use for the laptop?,How satisfied are you with your current laptop performance?,Which feature matters most when buying a laptop?,Are you aware of laptop accessories that improve productivity?,Which accessories do you currently use ?,Which type of offer would encourage you to buy additional products?,What problems do you face with your current laptop?,How often does your laptop slow down while performing tasks?,"If you were to upgrade your laptop, which feature would you prefer to improve?",What RAM size would you prefer in your next laptop?,Which accessories did you buy along with your laptop?,Would you consider upgrading your laptop within the next 1–2 years?,Name,Which accessories would you consider buying with a new laptop?
10-03-2026 09:22,23–30,Working Professional,Lenovo,Programming,Satisfied,Storage,Yes,Laptop Bag,Combo bundle (Laptop + Accessories),"Battery drains quickly, Overheating issues, No major issues",Sometimes,Battery life,32 GB,Mouse,Yes,User_0277,"Wireless Mouse, Laptop Bag, Laptop Stand, Cooling Pad"
10-03-2026 14:25,Above 40,Working Professional,Dell,Studying,Very satisfied,Storage,Yes,"Laptop Bag, Keyboard",Combo bundle (Laptop + Accessories),"No major issues, Slow performance",Sometimes,Processor performance,16 GB,Laptop Bag,Yes,User_0278,"Laptop Bag, External Storage, Cooling Pad"
10-03-2026 20:51,18–22,Student,Acer,Studying,Satisfied,Storage,Yes,Wireless Mouse,Extended warranty,"Battery drains quickly, Overheating issues, Insufficient RAM",Sometimes,Processor performance,32 GB,"Laptop Bag, Mouse",Maybe,User_0279,"Laptop Bag, External Storage, Laptop Stand"
10-03-2026 17:13,Above 40,Working Professional,Lenovo,Programming,Satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag",Extended warranty,Battery drains quickly,Never,Storage capacity,16 GB,"Laptop Bag, Mouse, External Storage",Maybe,User_0280,"Wireless Mouse, Laptop Stand, Cooling Pad"
10-03-2026 10:13,18–22,Student,Lenovo,Programming,Neutral,Processor,Yes,"Wireless Mouse, Laptop Bag, Keyboard",Extended warranty,"Battery drains quickly, Overheating issues, Slow performance",Sometimes,Processor performance,64 GB,"Laptop Bag, Mouse, External Storage",Maybe,User_0281,"Wireless Mouse, Laptop Bag, External Storage, Laptop Stand"
10-03-2026 17:45,18–22,Student,Lenovo,Office Work,Satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag",Extended warranty,No major issues,Sometimes,RAM capacity,16 GB,Laptop Bag,Maybe,User_0282,"Wireless Mouse, Laptop Bag"
10-03-2026 18:02,23–30,Working Professional,Dell,Office Work,Very satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag, Keyboard, Laptop Stand",Combo bundle (Laptop + Accessories),"Overheating issues, No major issues, Slow performance",Very often,Battery life,32 GB,"Laptop Bag, Mouse",Yes,User_0283,"Wireless Mouse, Laptop Bag, External Storage"
10-03-2026 16:08,18–22,Student,HP,Office Work,Very satisfied,Processor,Yes,Wireless Mouse,Combo bundle (Laptop + Accessories),"Battery drains quickly, Overheating issues, Slow performance",Very often,Battery life,64 GB,"Mouse, External Storage",Maybe,User_0284,Laptop Bag
10-03-2026 10:24,18–22,Student,Lenovo,Studying,Satisfied,Storage,Yes,"Wireless Mouse, Laptop Bag, External Hard Drive / SSD",Combo bundle (Laptop + Accessories),Battery drains quickly,Never,Processor performance,64 GB,"Laptop Bag, Mouse",Maybe,User_0285,"Wireless Mouse, External Storage, Laptop Stand, Cooling Pad"
10-03-2026 12:51,18–22,Other,Lenovo,Studying,Very satisfied,Price,Yes,"Laptop Bag, Cooling Pad",Combo bundle (Laptop + Accessories),"Overheating issues, Slow performance",Sometimes,RAM capacity,32 GB,Keyboard,No,User_0286,"Wireless Mouse, Laptop Bag, External Storage, Cooling Pad"
10-03-2026 10:01,18–22,Business,HP,Programming,Neutral,Processor,Yes,"Laptop Bag, Keyboard, External Hard Drive / SSD, Laptop Stand, Cooling Pad",Combo bundle (Laptop + Accessories),"Overheating issues, Slow performance",Rarely,Processor performance,16 GB,"Laptop Bag, Mouse",No,User_0287,"Wireless Mouse, Laptop Bag, Laptop Stand"
10-03-2026 09:03,18–22,Student,Lenovo,Studying,Very satisfied,Processor,Yes,"Laptop Bag, External Hard Drive / SSD",Combo bundle (Laptop + Accessories),"Overheating issues, Slow performance",Rarely,Processor performance,32 GB,"Laptop Bag, Cooling Pad",Yes,User_0288,"Wireless Mouse, Laptop Bag, External Storage"
10-03-2026 13:56,Above 40,Working Professional,Asus,Studying,Unsatisfied,Storage,Yes,"Wireless Mouse, Keyboard, USB Hub",Extended warranty,"Battery drains quickly, No major issues",Sometimes,Storage capacity,16 GB,"Laptop Bag, Mouse",Yes,User_0289,"Laptop Bag, External Storage"
10-03-2026 15:54,Above 40,Student,HP,Studying,Satisfied,Price,Yes,Keyboard,Extended warranty,"Battery drains quickly, Slow performance, Insufficient RAM",Rarely,Battery life,64 GB,External Storage,Yes,User_0290,"Wireless Mouse, Laptop Bag"
10-03-2026 09:31,18–22,Working Professional,Acer,Studying,Satisfied,Price,Yes,Keyboard,Combo bundle (Laptop + Accessories),No major issues,Sometimes,Processor performance,32 GB,"Laptop Bag, Keyboard",Yes,User_0291,"Wireless Mouse, Laptop Stand"
10-03-2026 14:13,18–22,Student,Asus,Studying,Satisfied,Processor,Yes,"Wireless Mouse, Keyboard, USB Hub",Combo bundle (Laptop + Accessories),"Slow performance, Low storage space",Sometimes,Battery life,32 GB,None,Maybe,User_0292,"Wireless Mouse, External Storage, Laptop Stand"
10-03-2026 20:43,23–30,Student,HP,Office Work,Very satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag, Keyboard",Extended warranty,Slow performance,Sometimes,Storage capacity,64 GB,"Laptop Bag, Mouse",Yes,User_0293,"Wireless Mouse, External Storage, Cooling Pad"
10-03-2026 20:31,18–22,Business,HP,Studying,Neutral,Price,Yes,None,Discount on accessories,"Battery drains quickly, Overheating issues",Very often,Processor performance,32 GB,Mouse,Maybe,User_0294,"Laptop Stand, Cooling Pad"
10-03-2026 17:24,18–22,Student,Dell,Office Work,Very satisfied,Price,Yes,Laptop Bag,Combo bundle (Laptop + Accessories),"Overheating issues, No major issues",Rarely,Battery life,32 GB,None,Maybe,User_0295,"Laptop Bag, Cooling Pad"
10-03-2026 13:52,18–22,Other,Lenovo,Studying,Very satisfied,Price,Yes,"Wireless Mouse, Laptop Bag, Keyboard",Combo bundle (Laptop + Accessories),Overheating issues,Sometimes,Battery life,32 GB,Mouse,Maybe,User_0296,"Wireless Mouse, External Storage, Laptop Stand, Cooling Pad"
10-03-2026 20:37,18–22,Student,Dell,Studying,Very satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag",Discount on accessories,"Battery drains quickly, Slow performance, Low storage space",Sometimes,Battery life,64 GB,"Laptop Bag, Mouse, External Storage",Maybe,User_0297,"External Storage, Laptop Stand"
10-03-2026 13:50,Above 40,Business,Apple,Studying,Neutral,RAM,Yes,Laptop Bag,Combo bundle (Laptop + Accessories),Battery drains quickly,Rarely,Battery life,32 GB,"Laptop Bag, Mouse, External Storage",Maybe,User_0298,"Wireless Mouse, Laptop Bag, Cooling Pad"
10-03-2026 12:20,18–22,Student,HP,Programming,Very satisfied,Graphics,Yes,"Laptop Bag, External Hard Drive / SSD",Discount on accessories,Overheating issues,Sometimes,Graphics performance,64 GB,None,Maybe,User_0299,"Wireless Mouse, External Storage, Laptop Stand"
10-03-2026 15:11,18–22,Student,Dell,Multimedia / Entertainment,Very satisfied,Storage,No,Laptop Bag,Free accessories,"Battery drains quickly, No major issues",Sometimes,RAM capacity,64 GB,Laptop Bag,Yes,User_0300,Wireless Mouse
10-03-2026 13:11,23–30,Working Professional,Dell,Office Work,Satisfied,Price,Yes,"Wireless Mouse, Laptop Stand",Free accessories,Battery drains quickly,Never,RAM capacity,64 GB,Mouse,Maybe,User_0301,"Wireless Mouse, Laptop Bag, Laptop Stand, Cooling Pad"
10-03-2026 13:26,18–22,Student,HP,Programming,Very satisfied,RAM,No,"Laptop Bag, External Hard Drive / SSD",Combo bundle (Laptop + Accessories),Battery drains quickly,Sometimes,Graphics performance,64 GB,"Laptop Bag, Mouse, External Storage",Yes,User_0302,"Wireless Mouse, Cooling Pad"
10-03-2026 16:31,18–22,Student,HP,Multimedia / Entertainment,Satisfied,Storage,Yes,"Wireless Mouse, Laptop Bag, Laptop Stand, USB Hub",Combo bundle (Laptop + Accessories),"Overheating issues, Slow performance, Insufficient RAM",Sometimes,Processor performance,16 GB,"Laptop Bag, Keyboard, External Storage",Maybe,User_0303,Cooling Pad
10-03-2026 21:36,Above 40,Working Professional,HP,Office Work,Very satisfied,Processor,Yes,"Wireless Mouse, Keyboard",Combo bundle (Laptop + Accessories),Battery drains quickly,Rarely,Storage capacity,32 GB,"Laptop Bag, Mouse",Yes,User_0304,"Laptop Bag, Laptop Stand, Cooling Pad"
10-03-2026 18:17,23–30,Working Professional,HP,Studying,Very satisfied,Graphics,Yes,"Wireless Mouse, Laptop Bag, Keyboard, External Hard Drive / SSD, USB Hub",Combo bundle (Laptop + Accessories),"Battery drains quickly, Overheating issues",Sometimes,Battery life,64 GB,Mouse,No,User_0305,"Wireless Mouse, External Storage, Cooling Pad"
10-03-2026 15:19,18–22,Working Professional,Lenovo,Programming,Unsatisfied,Storage,Yes,Wireless Mouse,Discount on accessories,"Battery drains quickly, Slow performance",Rarely,Battery life,64 GB,"Mouse, Cooling Pad",Maybe,User_0306,"Wireless Mouse, External Storage, Laptop Stand, Cooling Pad"
10-03-2026 09:53,18–22,Working Professional,Acer,Office Work,Satisfied,Graphics,Yes,"Wireless Mouse, Laptop Bag",Extended warranty,"Battery drains quickly, No major issues, Slow performance",Rarely,Battery life,64 GB,"Laptop Bag, Keyboard",Yes,User_0307,"Wireless Mouse, Laptop Stand"
10-03-2026 20:40,18–22,Working Professional,Lenovo,Office Work,Satisfied,RAM,Yes,"Wireless Mouse, Cooling Pad",Combo bundle (Laptop + Accessories),Battery drains quickly,Sometimes,Storage capacity,32 GB,"Laptop Bag, Mouse",Yes,User_0308,External Storage
10-03-2026 17:58,18–22,Other,HP,Studying,Very satisfied,Price,Yes,"Keyboard, External Hard Drive / SSD",Combo bundle (Laptop + Accessories),"Battery drains quickly, Overheating issues, Low storage space",Rarely,RAM capacity,8 GB,"Laptop Bag, Keyboard",No,User_0309,"Wireless Mouse, Cooling Pad"
10-03-2026 13:18,Above 40,Working Professional,HP,Programming,Very satisfied,RAM,Yes,"Wireless Mouse, External Hard Drive / SSD",Combo bundle (Laptop + Accessories),"Battery drains quickly, Overheating issues, No major issues, Slow performance, Low storage space",Rarely,Processor performance,16 GB,"Mouse, Cooling Pad",No,User_0310,"Wireless Mouse, Laptop Stand"
10-03-2026 13:34,18–22,Student,Lenovo,Studying,Satisfied,Price,Yes,"Wireless Mouse, Keyboard",Combo bundle (Laptop + Accessories),"Overheating issues, Slow performance, Insufficient RAM",Rarely,Storage capacity,32 GB,"Mouse, Keyboard",Maybe,User_0311,"Laptop Bag, External Storage, Cooling Pad"
10-03-2026 09:24,18–22,Student,HP,Studying,Satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag, Keyboard",Combo bundle (Laptop + Accessories),Battery drains quickly,Never,Battery life,32 GB,"Laptop Bag, Mouse, Cooling Pad",Maybe,User_0312,"Wireless Mouse, External Storage, Laptop Stand"
10-03-2026 13:40,23–30,Working Professional,HP,Programming,Unsatisfied,RAM,Yes,"Laptop Bag, USB Hub",Combo bundle (Laptop + Accessories),"Battery drains quickly, No major issues, Slow performance",Rarely,Processor performance,64 GB,"Laptop Bag, Mouse",Yes,User_0313,"Laptop Bag, Laptop Stand"
10-03-2026 11:19,23–30,Working Professional,HP,Personal use,Very satisfied,Storage,No,"Wireless Mouse, Keyboard, USB Hub",Combo bundle (Laptop + Accessories),Battery drains quickly,Sometimes,Battery life,32 GB,"Laptop Bag, External Storage, Cooling Pad",No,User_0314,"Wireless Mouse, Laptop Stand, Cooling Pad"
10-03-2026 10:20,18–22,Student,Dell,Studying,Neutral,Price,No,"Wireless Mouse, USB Hub, Cooling Pad",Discount on accessories,"Battery drains quickly, Slow performance",Rarely,Graphics performance,16 GB,"Laptop Bag, Mouse, Cooling Pad",Maybe,User_0315,External Storage
10-03-2026 19:04,23–30,Other,Dell,Personal use,Satisfied,Processor,No,"Wireless Mouse, Laptop Bag, Keyboard",Extended warranty,Overheating issues,Sometimes,Storage capacity,32 GB,Cooling Pad,Maybe,User_0316,"External Storage, Laptop Stand"
10-03-2026 21:18,Above 40,Other,HP,Office Work,Very satisfied,Graphics,Yes,Laptop Bag,Extended warranty,Battery drains quickly,Sometimes,Processor performance,64 GB,Mouse,Maybe,User_0317,Cooling Pad
10-03-2026 17:47,18–22,Student,HP,Office Work,Satisfied,Graphics,No,Laptop Bag,Extended warranty,Overheating issues,Rarely,Graphics performance,32 GB,None,Maybe,User_0318,"Wireless Mouse, Laptop Bag, External Storage, Laptop Stand"
10-03-2026 17:43,18–22,Student,HP,Office Work,Satisfied,Price,No,"Laptop Bag, Cooling Pad",Discount on accessories,Battery drains quickly,Rarely,Battery life,64 GB,Laptop Bag,Yes,User_0319,Wireless Mouse
10-03-2026 20:22,18–22,Student,Dell,Programming,Satisfied,Processor,No,"Wireless Mouse, Keyboard, External Hard Drive / SSD",Extended warranty,"Battery drains quickly, Overheating issues, Slow performance",Sometimes,Battery life,64 GB,"Laptop Bag, Mouse",Yes,User_0320,"Wireless Mouse, Cooling Pad"
10-03-2026 12:53,Above 40,Student,Dell,Multimedia / Entertainment,Very satisfied,Graphics,No,"Laptop Bag, Keyboard, Cooling Pad",Combo bundle (Laptop + Accessories),Overheating issues,Never,Battery life,16 GB,"Laptop Bag, Mouse, Keyboard, External Storage",Yes,User_0321,"Wireless Mouse, External Storage, Laptop Stand"
10-03-2026 21:14,18–22,Business,Asus,Studying,Unsatisfied,Processor,No,"Wireless Mouse, Keyboard, Laptop Stand",Extended warranty,Insufficient RAM,Never,Processor performance,16 GB,"Laptop Bag, Mouse",Yes,User_0322,Laptop Stand
10-03-2026 10:30,Above 40,Working Professional,Asus,Studying,Neutral,Processor,Yes,"Wireless Mouse, External Hard Drive / SSD, Laptop Stand",Discount on accessories,Battery drains quickly,Sometimes,RAM capacity,32 GB,None,Yes,User_0323,"Wireless Mouse, External Storage, Laptop Stand, Cooling Pad"
10-03-2026 11:17,18–22,Student,Lenovo,Office Work,Unsatisfied,Processor,Yes,"Wireless Mouse, Laptop Bag",Combo bundle (Laptop + Accessories),"Slow performance, Insufficient RAM",Sometimes,Battery life,64 GB,None,Maybe,User_0324,"Wireless Mouse, Laptop Bag, Laptop Stand, Cooling Pad"
10-03-2026 10:50,18–22,Student,Dell,Studying,Neutral,Storage,No,None,Extended warranty,Overheating issues,Very often,Processor performance,8 GB,Mouse,Yes,User_0325,"Wireless Mouse, Laptop Bag, Cooling Pad"
10-03-2026 10:57,Above 40,Working Professional,HP,Office Work,Very satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag, Laptop Stand",Combo bundle (Laptop + Accessories),"Battery drains quickly, Overheating issues, Slow performance",Rarely,Processor performance,64 GB,None,Yes,User_0326,Laptop Bag
10-03-2026 16:03,18–22,Student,Acer,Office Work,Very satisfied,Storage,Yes,"External Hard Drive / SSD, USB Hub",Combo bundle (Laptop + Accessories),No major issues,Sometimes,Storage capacity,64 GB,"Mouse, Keyboard",Yes,User_0327,Wireless Mouse
10-03-2026 09:29,Above 40,Working Professional,HP,Studying,Satisfied,Processor,Yes,"Laptop Bag, Keyboard, External Hard Drive / SSD",Free accessories,"Battery drains quickly, Overheating issues",Sometimes,Graphics performance,64 GB,"Laptop Bag, External Storage",Yes,User_0328,"Wireless Mouse, Laptop Bag"
10-03-2026 14:29,Above 40,Working Professional,Lenovo,Multimedia / Entertainment,Satisfied,Graphics,Yes,"Wireless Mouse, Laptop Bag, Laptop Stand, USB Hub",Extended warranty,"Overheating issues, Low storage space, Insufficient RAM",Never,Storage capacity,32 GB,Keyboard,No,User_0329,"Wireless Mouse, Laptop Stand, Cooling Pad"
10-03-2026 21:52,18–22,Other,Acer,Studying,Unsatisfied,RAM,Yes,"Wireless Mouse, Keyboard",Free accessories,"Overheating issues, Low storage space",Never,Storage capacity,64 GB,"Laptop Bag, Mouse",No,User_0330,"External Storage, Cooling Pad"
10-03-2026 13:28,18–22,Student,Lenovo,Personal use,Neutral,Graphics,Yes,"Wireless Mouse, Laptop Bag, Laptop Stand",Combo bundle (Laptop + Accessories),"Slow performance, Insufficient RAM",Sometimes,RAM capacity,16 GB,"Laptop Bag, Mouse, External Storage",Maybe,User_0331,"Wireless Mouse, Laptop Bag, Laptop Stand"
10-03-2026 16:32,18–22,Student,HP,Studying,Neutral,Processor,Yes,"Wireless Mouse, Laptop Bag, Laptop Stand",Discount on accessories,Battery drains quickly,Never,Battery life,16 GB,Laptop Bag,Maybe,User_0332,"Wireless Mouse, External Storage, Cooling Pad"
10-03-2026 12:14,23–30,Working Professional,HP,Studying,Satisfied,Graphics,No,"Keyboard, Laptop Stand, USB Hub, Cooling Pad",Extended warranty,No major issues,Rarely,Battery life,32 GB,"Laptop Bag, External Storage, Cooling Pad",Yes,User_0333,"Wireless Mouse, Laptop Bag, External Storage, Laptop Stand"
10-03-2026 12:22,18–22,Student,HP,Office Work,Satisfied,Storage,Yes,"Wireless Mouse, Laptop Bag",Extended warranty,"Battery drains quickly, Overheating issues",Never,RAM capacity,32 GB,Laptop Bag,Maybe,User_0334,"Wireless Mouse, Laptop Bag"
10-03-2026 16:14,18–22,Student,Dell,Studying,Satisfied,Processor,Yes,Wireless Mouse,Extended warranty,Battery drains quickly,Rarely,RAM capacity,64 GB,Laptop Bag,Maybe,User_0335,"Wireless Mouse, Laptop Bag, External Storage, Laptop Stand, Cooling Pad"
10-03-2026 15:52,18–22,Student,HP,Programming,Very satisfied,Graphics,Yes,"Wireless Mouse, Keyboard",Combo bundle (Laptop + Accessories),Battery drains quickly,Sometimes,RAM capacity,16 GB,Laptop Bag,Yes,User_0336,"Wireless Mouse, External Storage, Laptop Stand, Cooling Pad"
10-03-2026 12:14,23–30,Working Professional,HP,Office Work,Very satisfied,Price,Yes,"Laptop Bag, Keyboard",Combo bundle (Laptop + Accessories),Overheating issues,Rarely,Processor performance,64 GB,"Laptop Bag, Keyboard, External Storage, Cooling Pad",Yes,User_0337,External Storage
10-03-2026 21:25,Above 40,Working Professional,Lenovo,Office Work,Satisfied,Storage,Yes,USB Hub,Extended warranty,"Slow performance, Insufficient RAM",Rarely,RAM capacity,8 GB,Laptop Bag,Maybe,User_0338,"Wireless Mouse, External Storage, Laptop Stand, Cooling Pad"
10-03-2026 11:07,18–22,Student,HP,Office Work,Satisfied,Processor,Yes,"Wireless Mouse, Keyboard",Combo bundle (Laptop + Accessories),"Battery drains quickly, Overheating issues, Slow performance",Rarely,Processor performance,64 GB,Laptop Bag,Maybe,User_0339,"Wireless Mouse, Laptop Bag, Cooling Pad"
10-03-2026 21:41,Above 40,Working Professional,Lenovo,Studying,Very satisfied,Storage,Yes,"External Hard Drive / SSD, USB Hub",Combo bundle (Laptop + Accessories),No major issues,Rarely,Processor performance,32 GB,Laptop Bag,Yes,User_0340,"Wireless Mouse, Laptop Bag, External Storage, Cooling Pad"
10-03-2026 19:49,Above 40,Working Professional,Lenovo,Studying,Very satisfied,Storage,Yes,"Laptop Bag, Keyboard, USB Hub",Combo bundle (Laptop + Accessories),"No major issues, Slow performance, Low storage space",Rarely,Processor performance,64 GB,"Laptop Bag, Mouse",No,User_0341,Cooling Pad
10-03-2026 09:57,18–22,Student,Lenovo,Office Work,Very satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag",Extended warranty,Low storage space,Rarely,Storage capacity,32 GB,None,Maybe,User_0342,"Wireless Mouse, Laptop Bag, External Storage, Laptop Stand, Cooling Pad"
10-03-2026 13:55,Above 40,Other,Dell,Programming,Satisfied,Processor,Yes,"Laptop Bag, Cooling Pad",Discount on accessories,No major issues,Sometimes,Battery life,32 GB,Keyboard,Yes,User_0343,"Wireless Mouse, Laptop Stand, Cooling Pad"
10-03-2026 12:48,18–22,Student,HP,Studying,Very satisfied,Processor,Yes,"Keyboard, External Hard Drive / SSD, Cooling Pad",Free accessories,Battery drains quickly,Very often,Battery life,32 GB,Laptop Bag,No,User_0344,"Wireless Mouse, Laptop Bag"
10-03-2026 14:14,23–30,Working Professional,HP,Studying,Very satisfied,Price,No,Keyboard,Discount on accessories,"Overheating issues, Slow performance",Rarely,Storage capacity,32 GB,"Laptop Bag, Mouse",No,User_0345,"Wireless Mouse, Laptop Bag, External Storage, Cooling Pad"
10-03-2026 20:37,18–22,Student,Lenovo,Office Work,Satisfied,Price,Yes,"Wireless Mouse, Laptop Bag, Keyboard, Laptop Stand",Discount on accessories,Overheating issues,Never,Processor performance,16 GB,Laptop Bag,Maybe,User_0346,"Laptop Bag, Laptop Stand, Cooling Pad"
10-03-2026 15:30,18–22,Student,Lenovo,Studying,Satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag",Combo bundle (Laptop + Accessories),"Slow performance, Insufficient RAM",Sometimes,Battery life,32 GB,"Laptop Bag, Mouse",Maybe,User_0347,"Laptop Bag, External Storage, Cooling Pad"
10-03-2026 15:46,Above 40,Working Professional,Asus,Studying,Neutral,Processor,Yes,"Laptop Bag, External Hard Drive / SSD, Cooling Pad",Combo bundle (Laptop + Accessories),"No major issues, Insufficient RAM",Sometimes,Storage capacity,32 GB,Mouse,Yes,User_0348,Laptop Bag
10-03-2026 11:10,Above 40,Working Professional,Lenovo,Personal use,Very satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag, Keyboard",Extended warranty,Overheating issues,Sometimes,Processor performance,64 GB,"Laptop Bag, Mouse, External Storage, Cooling Pad",Maybe,User_0349,"Wireless Mouse, Laptop Bag, Cooling Pad"
10-03-2026 13:11,23–30,Working Professional,Dell,Studying,Very satisfied,Graphics,Yes,"Laptop Bag, Laptop Stand",Combo bundle (Laptop + Accessories),Overheating issues,Sometimes,RAM capacity,32 GB,Laptop Bag,Yes,User_0350,Wireless Mouse
10-03-2026 20:14,23–30,Working Professional,HP,Programming,Satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag, Keyboard, Cooling Pad",Extended warranty,"Battery drains quickly, No major issues",Never,Battery life,32 GB,"Mouse, Cooling Pad",Yes,User_0351,"Wireless Mouse, Laptop Bag, External Storage"
10-03-2026 15:06,18–22,Student,HP,Studying,Very satisfied,Processor,Yes,"Wireless Mouse, External Hard Drive / SSD, USB Hub",Combo bundle (Laptop + Accessories),"Slow performance, Insufficient RAM",Very often,Processor performance,64 GB,"Laptop Bag, Mouse",Maybe,User_0352,"Laptop Bag, External Storage, Laptop Stand, Cooling Pad"
10-03-2026 16:05,18–22,Student,Asus,Studying,Very satisfied,Storage,Yes,"Wireless Mouse, Laptop Bag, Keyboard, Laptop Stand",Extended warranty,Slow performance,Sometimes,Battery life,32 GB,"Laptop Bag, Mouse, Keyboard, External Storage",Maybe,User_0353,Wireless Mouse
10-03-2026 14:00,18–22,Student,Acer,Personal use,Very satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag",Discount on accessories,"Battery drains quickly, Slow performance",Sometimes,Battery life,64 GB,None,Maybe,User_0354,"Laptop Bag, External Storage, Laptop Stand"
10-03-2026 10:41,18–22,Student,Dell,Studying,Very satisfied,Graphics,Yes,"External Hard Drive / SSD, Laptop Stand, USB Hub",Extended warranty,"Overheating issues, No major issues",Sometimes,Battery life,64 GB,"Laptop Bag, Mouse, Keyboard, Cooling Pad",Yes,User_0355,Laptop Bag
10-03-2026 21:09,18–22,Business,Asus,Programming,Satisfied,Processor,Yes,"Wireless Mouse, Keyboard",Extended warranty,"Battery drains quickly, No major issues",Sometimes,Battery life,64 GB,"Laptop Bag, Mouse, External Storage",Yes,User_0356,"External Storage, Laptop Stand"
10-03-2026 14:45,Above 40,Student,Dell,Studying,Very satisfied,Processor,Yes,"Keyboard, External Hard Drive / SSD, Laptop Stand, Cooling Pad",Combo bundle (Laptop + Accessories),No major issues,Sometimes,RAM capacity,64 GB,None,Yes,User_0357,Wireless Mouse
10-03-2026 16:40,18–22,Student,Dell,Personal use,Neutral,Storage,Yes,"Wireless Mouse, Laptop Bag, Cooling Pad",Combo bundle (Laptop + Accessories),Overheating issues,Sometimes,Storage capacity,64 GB,External Storage,Maybe,User_0358,"Wireless Mouse, Cooling Pad"
10-03-2026 19:36,18–22,Working Professional,HP,Office Work,Very satisfied,Processor,Yes,Wireless Mouse,Combo bundle (Laptop + Accessories),Battery drains quickly,Sometimes,Graphics performance,32 GB,"Laptop Bag, Mouse",No,User_0359,"Wireless Mouse, External Storage, Laptop Stand, Cooling Pad"
10-03-2026 13:58,18–22,Student,Asus,Programming,Very satisfied,Graphics,Yes,None,Combo bundle (Laptop + Accessories),"Battery drains quickly, No major issues",Sometimes,Storage capacity,16 GB,"Laptop Bag, Mouse",Yes,User_0360,"Laptop Bag, Cooling Pad"
10-03-2026 21:14,Above 40,Working Professional,HP,Office Work,Very satisfied,Storage,Yes,"Wireless Mouse, Laptop Bag, Keyboard",Combo bundle (Laptop + Accessories),"Battery drains quickly, Overheating issues",Sometimes,Battery life,64 GB,"Keyboard, Cooling Pad",No,User_0361,"External Storage, Laptop Stand, Cooling Pad"
10-03-2026 13:49,18–22,Student,HP,Office Work,Very satisfied,Processor,No,"Wireless Mouse, Laptop Bag, External Hard Drive / SSD, USB Hub, Cooling Pad",Combo bundle (Laptop + Accessories),No major issues,Sometimes,Processor performance,64 GB,"Laptop Bag, Mouse",Yes,User_0362,External Storage
10-03-2026 21:24,23–30,Working Professional,Lenovo,Studying,Satisfied,Storage,Yes,"Wireless Mouse, Cooling Pad",Discount on accessories,"Battery drains quickly, Insufficient RAM",Sometimes,RAM capacity,16 GB,"Laptop Bag, External Storage",Yes,User_0363,"Wireless Mouse, Laptop Bag, External Storage"
10-03-2026 16:19,18–22,Student,Asus,Studying,Very satisfied,RAM,Yes,External Hard Drive / SSD,Discount on accessories,No major issues,Sometimes,Storage capacity,16 GB,"Mouse, Keyboard, External Storage",Maybe,User_0364,"Wireless Mouse, Laptop Bag, Cooling Pad"
10-03-2026 09:14,18–22,Other,Acer,Office Work,Satisfied,Processor,No,Wireless Mouse,Combo bundle (Laptop + Accessories),"Battery drains quickly, Overheating issues, No major issues",Never,RAM capacity,32 GB,"Laptop Bag, Cooling Pad",No,User_0365,Cooling Pad
10-03-2026 14:47,18–22,Student,Lenovo,Studying,Satisfied,Processor,Yes,"Wireless Mouse, External Hard Drive / SSD",Extended warranty,Insufficient RAM,Rarely,RAM capacity,32 GB,Mouse,Yes,User_0366,"Wireless Mouse, Laptop Bag, External Storage"
10-03-2026 18:01,18–22,Student,Asus,Programming,Neutral,Storage,Yes,"Wireless Mouse, Cooling Pad",Extended warranty,"Battery drains quickly, No major issues",Sometimes,Graphics performance,32 GB,"Mouse, External Storage",Yes,User_0367,"External Storage, Laptop Stand"
10-03-2026 16:58,18–22,Student,Dell,Studying,Satisfied,Storage,Yes,"Wireless Mouse, Laptop Bag, Cooling Pad",Combo bundle (Laptop + Accessories),"Battery drains quickly, Overheating issues",Very often,Storage capacity,64 GB,"Mouse, Keyboard",Yes,User_0368,"Wireless Mouse, Cooling Pad"
10-03-2026 09:42,18–22,Student,HP,Office Work,Satisfied,Price,Yes,"Wireless Mouse, Laptop Bag, External Hard Drive / SSD",Combo bundle (Laptop + Accessories),No major issues,Never,Storage capacity,16 GB,Laptop Bag,Yes,User_0369,"Wireless Mouse, Laptop Bag, External Storage, Laptop Stand"
10-03-2026 18:30,18–22,Student,HP,Office Work,Very satisfied,Price,No,USB Hub,Extended warranty,"Overheating issues, Slow performance, Insufficient RAM",Never,Processor performance,64 GB,Laptop Bag,Maybe,User_0370,"Wireless Mouse, Laptop Bag, External Storage, Cooling Pad"
